comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,cadence,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
None,None,None,None,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",None,4,None,S,None,None,None,None,D,None,None,6,None,T,None,Yes,None,None,None,"Jun 13, 2012 7:10 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
None,None,None,HR Stagger,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",None,3,None,None,None,None,None,None,None,None,None,5,None,None,None,None,None,None,None,"Jun 13, 2012 7:10 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,None,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",None,3,None,None,None,None,None,None,None,None,None,4,None,None,T,None,None,None,None,"Jun 13, 2012 7:09 PM",None,None,"Holscher, Joshua",None,None,None,B,None,None,None,None,None
None,None,None,NIM,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",T,2,None,None,None,None,None,B,None,S,T,4,None,None,S,None,None,None,None,"Jun 13, 2012 7:09 PM",None,None,"Holscher, Joshua",None,None,None,T,None,None,None,None,None
None,None,None,FI,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",None,1,None,None,None,None,None,None,None,None,None,3,None,None,None,None,T,None,Ct,"Jun 13, 2012 7:07 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,T
None,None,S,HR Stagger,1: Ca ces beaulx yeux ça ceste bouche,None,"Ça ces beaux yeux, ça ceste bouche",None,1,Ct,None,None,None,Romanesca,None,None,None,None,2,None,None,None,None,None,None,None,"Jun 13, 2012 7:05 PM",B,None,"Holscher, Joshua",None,None,Ct,None,None,None,None,None,None
"Final cadence authentic; preceding cadence mm 60-61, authentic S/T to G.",None,None,None,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,64,None,S,None,None,None,None,G,None,None,65,None,T,None,Yes,None,None,None,"Jul 9, 2012 1:59 PM",None,None,"Herdman, Jessica",None,None,None,None,CadInCad,None,None,None,None
"Text representation: shift to triple meter, homorhythmic dance with reiteration of 'si vous n'avez à boire' (joyous drinking?).",None,None,HR Dance,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,61,None,None,None,None,None,None,None,None,None,65,None,None,None,None,None,None,None,"Jul 9, 2012 1:58 PM",None,None,"Herdman, Jessica",None,Text Representation,None,None,None,None,None,None,None
None,None,None,None,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,59,None,None,None,None,None,None,None,None,None,60,None,None,Ct,None,None,None,None,"Jul 9, 2012 1:56 PM",None,None,"Herdman, Jessica",None,None,None,T,None,None,None,None,None
"T and B continue with text from phrase 9, while Ct and S begin text from phrase 10.",None,None,None,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,55,None,None,None,None,None,None,None,None,None,56,None,None,None,None,None,None,None,"Jul 9, 2012 1:56 PM",None,None,"Herdman, Jessica",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,64,None,S,None,None,None,None,G,None,None,65,None,T,None,Yes,None,None,None,"Jun 13, 2012 6:14 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
,,,,10: De ne chanter si vous n’avez à boire.,,Musiciens qui chantez à plaisir,,60,,S,,,,,G,,,61,,T,,Yes,,,,"Jun 13, 2012 6:13 PM",,,"Holscher, Joshua",,,,,Authentic,,,,
None,None,S,HR Dance,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,61,T,None,None,None,None,None,None,None,None,63,None,None,None,None,None,None,None,"Jun 13, 2012 6:12 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,None,10: De ne chanter si vous n’avez à boire.,None,Musiciens qui chantez à plaisir,None,55,None,None,None,None,None,None,None,None,None,56,None,None,None,None,None,None,None,"Jun 13, 2012 6:11 PM",None,None,"Holscher, Joshua",None,Text Overlap,None,None,None,None,None,None,None
None,None,None,None,"9: Mais je vous pri que vous soyez soigneux,",None,Musiciens qui chantez à plaisir,None,54,None,S,None,None,None,None,D,None,None,55,None,T,None,Yes,None,None,None,"Jul 9, 2012 1:54 PM",None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
FI is an inversion of PEn (of mm 52-53).,None,None,FI,"9: Mais je vous pri que vous soyez soigneux,",None,Musiciens qui chantez à plaisir,None,52,None,None,None,B,None,None,None,None,None,52,None,None,None,None,None,None,T,"Jul 9, 2012 1:53 PM",None,None,"Herdman, Jessica",B,None,None,None,None,None,None,None,B
None,None,None,PEn,"9: Mais je vous pri que vous soyez soigneux,",S,Musiciens qui chantez à plaisir,None,52,None,None,None,None,None,None,None,None,None,53,None,None,None,None,None,S,Ct,"Jul 9, 2012 1:52 PM",None,None,"Herdman, Jessica",B,None,None,None,None,S,None,None,B
,,,,"9: Mais je vous pri que vous soyez soigneux,",,Musiciens qui chantez à plaisir,,55,,Ct,CAD NDLT,,,,D,,,56,,B,,Yes,,,,"Jun 13, 2012 6:11 PM",,,"Holscher, Joshua",,,,,Phrygian,,,,
None,None,None,None,"9: Mais je vous pri que vous soyez soigneux,",None,Musiciens qui chantez à plaisir,None,54,None,S,None,None,None,None,D,None,None,55,None,T,None,Yes,None,None,None,"Jun 13, 2012 6:10 PM",None,None,"Holscher, Joshua",None,None,None,None,Authentic,None,None,None,None
None,None,None,HR Fauxbourdon,"9: Mais je vous pri que vous soyez soigneux,",None,Musiciens qui chantez à plaisir,None,55,None,None,None,None,None,None,None,None,None,55,None,None,None,None,None,None,None,"Jun 13, 2012 6:09 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,FI,"9: Mais je vous pri que vous soyez soigneux,",None,Musiciens qui chantez à plaisir,None,53,None,None,None,B,None,None,None,None,None,54,None,None,None,None,None,None,T,"Jun 13, 2012 6:09 PM",None,None,"Holscher, Joshua",B,None,None,None,None,None,None,None,B
None,None,None,FI,"9: Mais je vous pri que vous soyez soigneux,",S,Musiciens qui chantez à plaisir,None,52,None,None,None,None,None,None,None,None,None,53,None,None,None,None,None,None,B,"Jun 13, 2012 6:08 PM",None,None,"Holscher, Joshua",None,None,None,None,None,S,None,None,S
None,None,None,None,8: Ou aultrement il vauldroit mieulx se taire :,None,Musiciens qui chantez à plaisir,None,43,None,None,None,None,None,None,None,None,None,52,4,None,None,None,None,None,None,"Jul 9, 2012 1:51 PM",None,Exact,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,8: Ou aultrement il vauldroit mieulx se taire :,None,Musiciens qui chantez à plaisir,None,43,None,None,None,None,None,None,None,None,None,52,2,None,None,None,None,None,None,"Jun 13, 2012 6:07 PM",None,Exact,"Holscher, Joshua",None,None,None,None,None,None,None,Da Capo,None
,,,,"7: Soyez expers d’oreilles, et des yeulx,",,Musiciens qui chantez à plaisir,,40,,,,,,,,,,43,3,,,,,,,"Jul 9, 2012 1:50 PM",,Exact,"Herdman, Jessica",,,,,,,,Direct Repeat,
S/Ct NIM pair is harmonized with Ct/B at opening of phrase.,None,None,None,"7: Soyez expers d’oreilles, et des yeulx,",None,Musiciens qui chantez à plaisir,None,39,None,None,None,None,None,None,None,None,None,44,1,None,None,None,None,None,None,"Jun 13, 2012 6:01 PM",None,Varied,"Holscher, Joshua",None,None,None,None,None,None,None,Da Capo,None
,,,,"6: Qui prend plaisir a son chant gratieux,",,Musiciens qui chantez à plaisir,,38,,S,,,,,G,,,39,,T,,Yes,,,,"Jul 9, 2012 1:49 PM",,,"Herdman, Jessica",,,,,Authentic,,,,
"""Plaisir"" presented in long melisma in S.",None,None,None,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,34,None,None,None,None,None,None,None,None,None,36,None,None,None,None,None,None,None,"Jul 9, 2012 1:49 PM",None,None,"Herdman, Jessica",None,Text Representation,None,None,None,None,None,None,None
None,None,None,FI,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,34,None,None,None,None,None,None,None,None,None,36,None,None,None,None,None,None,T,"Jul 9, 2012 1:47 PM",None,None,"Herdman, Jessica",None,None,None,None,None,Ct,None,None,Ct
None,None,None,HR Stagger,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,32,None,None,None,None,None,None,None,None,None,33,None,None,None,None,None,None,None,"Jul 9, 2012 1:47 PM",None,None,"Herdman, Jessica",None,None,None,None,None,None,None,None,None
,,,,"6: Qui prend plaisir a son chant gratieux,",,Musiciens qui chantez à plaisir,,37,,S,,,,,G,,,39,,T,,Yes,,,,"Jun 13, 2012 5:58 PM",,,"Holscher, Joshua",,,,,CadInCad,,,,
None,None,None,None,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,36,None,None,None,None,None,None,None,None,None,37,None,None,S,None,None,None,None,"Jun 13, 2012 5:58 PM",None,None,"Holscher, Joshua",None,None,None,Ct,None,None,None,None,None
None,None,None,FI,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,34,None,None,None,None,None,None,None,None,None,36,None,None,None,None,Ct,None,T,"Jun 13, 2012 5:57 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,Ct
None,None,None,HR Stagger,"6: Qui prend plaisir a son chant gratieux,",None,Musiciens qui chantez à plaisir,None,32,None,None,None,None,None,None,None,None,None,33,None,None,None,None,None,None,None,"Jun 13, 2012 5:56 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
None,None,None,None,"5: Accordez vous ainsi que la linotte,",None,Musiciens qui chantez à plaisir,None,31,None,S,None,None,None,None,D,None,None,32,None,T,None,Yes,None,None,None,"Jul 9, 2012 1:46 PM",None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"5: Accordez vous ainsi que la linotte,",None,Musiciens qui chantez à plaisir,None,29,None,None,None,None,None,None,None,None,None,31,None,None,None,None,None,None,None,"Jul 9, 2012 1:45 PM",B,None,"Herdman, Jessica",None,None,S,None,None,None,None,None,None
,,,,"5: Accordez vous ainsi que la linotte,",,Musiciens qui chantez à plaisir,,31,,S,,,,,D,,,32,,T,,,,,,"Jun 13, 2012 5:35 PM",,,"Holscher, Joshua",,,,,CadInCad,,,,
None,None,None,PEn,"5: Accordez vous ainsi que la linotte,",T,Musiciens qui chantez à plaisir,None,28,None,None,None,None,None,None,None,None,None,30,None,None,None,None,B,T,S,"Jun 13, 2012 5:34 PM",None,None,"Holscher, Joshua",B,None,None,None,None,T,None,None,B
None,None,None,HR Stagger,"5: Accordez vous ainsi que la linotte,",None,Musiciens qui chantez à plaisir,None,27,None,None,None,None,None,None,None,None,None,28,None,None,S,None,None,None,None,"Jun 13, 2012 5:33 PM",None,None,"Holscher, Joshua",None,None,None,Ct,None,None,None,None,None
,,,,"4: En escoutant ce que le chant denotte,",,Musiciens qui chantez à plaisir,,18,,,,,,,,,,26,2,,,,,,,"Jul 9, 2012 1:40 PM",,Exact,"Herdman, Jessica",,,,,,,,Direct Repeat,
Bassus completes cadence and sustains.,None,None,None,"4: En escoutant ce que le chant denotte,",None,Musiciens qui chantez à plaisir,None,18,None,None,None,None,None,None,None,None,None,27,2,None,None,None,None,None,None,"Jun 13, 2012 5:32 PM",None,Varied,"Holscher, Joshua",None,None,None,None,None,None,None,Direct Repeat,None
"Varied repeat: The opening of the phrase 3 is presented in staggered homorhythm, including the T and B voices, unlike the opening of phrase 1.",None,None,HR Stagger,"3: Prenez un ton tout doulx et à loisir,",None,Musiciens qui chantez à plaisir,None,14,None,None,None,None,None,None,None,None,None,17,1,None,None,None,None,None,None,"Jul 9, 2012 1:39 PM",None,Varied,"Herdman, Jessica",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,HR Stagger,"3: Prenez un ton tout doulx et à loisir,",None,Musiciens qui chantez à plaisir,None,14,None,None,None,None,None,None,None,None,None,15,None,None,None,None,None,None,None,"Jun 13, 2012 5:31 PM",None,None,"Holscher, Joshua",None,None,None,None,None,None,None,None,None
S/Ct pair begins in HR with T/B.,None,None,None,"3: Prenez un ton tout doulx et à loisir,",None,Musiciens qui chantez à plaisir,None,14,None,None,None,None,None,None,None,None,None,19,1,None,None,None,None,None,None,"Jun 13, 2012 5:30 PM",None,Varied,"Holscher, Joshua",None,None,None,None,None,None,None,Direct Repeat,None
None,None,None,None,"2: Si vous voulez faire valoir la notte,",None,Musiciens qui chantez à plaisir,None,12,None,S,None,None,None,None,G,None,None,13,None,T,None,Yes,None,None,None,"Jul 9, 2012 1:35 PM",None,None,"Herdman, Jessica",None,None,None,None,Authentic,None,None,None,None
None,None,None,None,"2: Si vous voulez faire valoir la notte,",None,Musiciens qui chantez à plaisir,None,11,None,None,None,None,None,None,None,None,None,12,None,None,S,None,None,None,None,"Jul 9, 2012 1:33 PM",None,None,"Herdman, Jessica",None,None,None,B,None,None,None,None,None
None,Stretto Fuga,None,PEn,"2: Si vous voulez faire valoir la notte,",Ct,Musiciens qui chantez à plaisir,None,10,None,None,None,None,None,None,None,None,None,11,None,None,None,None,T,Ct,B,"Jul 9, 2012 1:33 PM",None,None,"Herdman, Jessica",None,None,None,None,None,Ct,None,None,T
,,,PEn,"2: Si vous voulez faire valoir la notte,",S,Musiciens qui chantez à plaisir,,9,,,,,,,,,,10,,,,,T,T,Ct,"Jul 9, 2012 1:32 PM",,,"Herdman, Jessica",T,,,,,S,,,S
,,,PEn Stacked,"2: Si vous voulez faire valoir la notte,",T,Musiciens qui chantez à plaisir,,7,,,,,,,,,,8,,,,,,S,B,"Jul 9, 2012 1:28 PM",,,"Herdman, Jessica",,,,,,T,,,T
